stock_item_name,list_rate,unit,brand,doc_title,effective_from,storage_path,page_no,price_per_piece,pack_qty,thread_form,size,grade,edp_code,confidence,note,updated_at
HSS TAP 10 X 1.5 SF SET GOLD TOTEM,2133.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,711.0,3.0,Metric Coarse,10.0 X 1.50,STD GOLD,,review,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 X 1.5 SF SET TOTEM,1941.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,647.0,3.0,Metric Coarse,10.0 X 1.50,SF/RS,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 X 1.5 SPPT GOLD TOTEM,855.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,855.0,1.0,Metric Coarse,10.0 X 1.50,SPPT GOLD,,review,invoice rate 530.00 != list 855.00,2026-08-10T16:28:56.375266+00:00
HSS TAP 10 X 1.5 SPPT TOTEM,747.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,747.0,1.0,Metric Coarse,10.0 X 1.50,SPPT,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 10 X 1.5 TPR TOTEM,609.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.0,1.0,Metric Coarse,10.0 X 1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 11 X 1 BOT TOTEM,1196.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1196.0,1.0,Metric Coarse,11.0 X 1.00/1.25,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 11 X 1 PAIR TOTEM,2392.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1196.0,2.0,Metric Coarse,11.0 X 1.00/1.25,Standard,,review,"invoice rate 2,632.00 != list 2,392.00",2026-08-10T11:02:25.876758+00:00
HSS TAP 11 X 1 SEC TOTEM,1196.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1196.0,1.0,Metric Coarse,11.0 X 1.00/1.25,Standard,,review,"invoice rate 1,316.00 != list 1,196.00",2026-08-10T11:02:25.876758+00:00
HSS TAP 12 X 1 BOT TOTEM,1111.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1111.0,1.0,Metric Coarse,12.0 X 1.00/1.25/1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 12 X 1 PAIR TOTEM,2222.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1111.0,2.0,Metric Coarse,12.0 X 1.00/1.25/1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 12 X 1 SEC TOTEM,1111.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1111.0,1.0,Metric Coarse,12.0 X 1.00/1.25/1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 12 X 1 TPR TOTEM,1111.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1111.0,1.0,Metric Coarse,12.0 X 1.00/1.25/1.50,Standard,,review,,2026-08-10T11:02:25.876758+00:00
HSS TAP 12 X 1.75  SPPT TOTEM,1143.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1143.0,1.0,Metric Coarse,12.0 X 1.75,SPPT,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 12 X 1.75 BOT TOTEM,947.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.0,1.0,Metric Coarse,12.0 X 1.75,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 12 X 1.75 SEC TOTEM,947.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.0,1.0,Metric Coarse,12.0 X 1.75,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 12 X 1.75 SERIAL FORM SET TOTEM,2841.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.0,3.0,Metric Coarse,12.0 X 1.75,Standard,,review,,2026-08-10T11:02:25.876758+00:00
HSS TAP 12 X 1.75 SET TOTEM,2841.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.0,3.0,Metric Coarse,12.0 X 1.75,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 12 X 1.75 SF SET TOTEM,3000.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1000.0,3.0,Metric Coarse,12.0 X 1.75,SF/RS,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 12 X 1.75 SPPT GOLD TOTEM,1320.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,1320.0,1.0,Metric Coarse,12.0 X 1.75,SPPT GOLD,,review,"invoice rate 915.00 != list 1,320.00",2026-08-10T16:28:56.375266+00:00
HSS TAP 12 X 1.75 TPR TOTEM,947.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,947.0,1.0,Metric Coarse,12.0 X 1.75,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 14 X 1 BOT TOTEM,1426.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1426.0,1.0,Metric Coarse,14.0 X 1.00,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 14 X 1 PAIR TOTEM,2852.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1426.0,2.0,Metric Coarse,14.0 X 1.00,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 14 X 1.25 BOT TOTEM,1456.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1456.0,1.0,Metric Coarse,14.0 X 1.25,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 14 X 1.25 PAIR TOTEM,2912.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1456.0,2.0,Metric Coarse,14.0 X 1.25,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 14 X 1.25 SET TOTEM,4368.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1456.0,3.0,Metric Coarse,14.0 X 1.25,Standard,,verified,,2026-08-10T16:28:56.375266+00:00
HSS TAP 14 X 1.25 TPR TOTEM,1456.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1456.0,1.0,Metric Coarse,14.0 X 1.25,Standard,,review,,2026-08-10T16:28:56.375266+00:00
HSS TAP 14 X 1.5 BOT TOTEM,1381.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.0,1.0,Metric Coarse,14.0 X 1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 14 X 1.5 PAIR TOTEM,2762.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.0,2.0,Metric Coarse,14.0 X 1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 14 X 1.5 SEC TOTEM,1381.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.0,1.0,Metric Coarse,14.0 X 1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 14 X 1.5 TPR TOTEM,1381.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.0,1.0,Metric Coarse,14.0 X 1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 14 X 2 BOT TOTEM,1378.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.0,1.0,Metric Coarse,14.0 X 2.00,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 14 X 2 SEC TOTEM,1378.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.0,1.0,Metric Coarse,14.0 X 2.00,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 14 X 2 SET TOTEM,4134.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.0,3.0,Metric Coarse,14.0 X 2.00,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 14 X 2 SF SET TOTEM,4359.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1453.0,3.0,Metric Coarse,14.0 X 2.00,SF/RS,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 14 X 2 SPPT TOTEM,1663.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1663.0,1.0,Metric Coarse,14.0 X 2.00,SPPT,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 14 X 2 TPR TOTEM,1378.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.0,1.0,Metric Coarse,14.0 X 2.00,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 16 X 1 BOT TOTEM,1426.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1426.0,1.0,Metric Coarse,16.0 X 1.00,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 16 X 1 PAIR TOTEM,2852.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1426.0,2.0,Metric Coarse,16.0 X 1.00,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 16 X 1 SEC TOTEM,1426.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1426.0,1.0,Metric Coarse,16.0 X 1.00,Standard,,review,,2026-08-10T11:02:25.876758+00:00
HSS TAP 16 X 1 TPR TOTEM,1426.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1426.0,1.0,Metric Coarse,16.0 X 1.00,Standard,,review,,2026-08-10T11:02:25.876758+00:00
HSS TAP 16 X 1.5 BOT TOTEM,1381.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.0,1.0,Metric Coarse,16.0 X 1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 16 X 1.5 PAIR TOTEM,2762.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.0,2.0,Metric Coarse,16.0 X 1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 16 X 1.5 SEC TOTEM,1381.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.0,1.0,Metric Coarse,16.0 X 1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 16 X 1.5 SET TOTEM,4143.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.0,3.0,Metric Coarse,16.0 X 1.50,Standard,,review,,2026-08-10T11:02:25.876758+00:00
HSS TAP 16 X 1.5 TPR TOTEM,1381.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,1381.0,1.0,Metric Coarse,16.0 X 1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 16 X 2 6G SPPT TOTEM,1663.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1663.0,1.0,Metric Coarse,16.0 X 2.00,SPPT,,review,,2026-08-10T11:02:25.876758+00:00
HSS TAP 16 X 2 BOT TOTEM,1378.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.0,1.0,Metric Coarse,16.0 X 2.00,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 16 X 2 GOLD TOTEM,1442.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,1442.0,1.0,Metric Coarse,16.0 X 2.00,STD GOLD,,review,,2026-08-10T11:02:25.876758+00:00
HSS TAP 16 X 2 SEC TOTEM,1378.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.0,1.0,Metric Coarse,16.0 X 2.00,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 16 X 2 SET TOTEM,4134.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.0,3.0,Metric Coarse,16.0 X 2.00,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 16 X 2 SF SET TOTEM,4359.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1453.0,3.0,Metric Coarse,16.0 X 2.00,SF/RS,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 16 X 2 SPPT TOTEM,1663.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1663.0,1.0,Metric Coarse,16.0 X 2.00,SPPT,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 16 X 2 TPR TOTEM,1378.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.0,1.0,Metric Coarse,16.0 X 2.00,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 18 X 1 BOT TOTEM,2594.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2594.0,1.0,Metric Coarse,18.0 X 1.00/2.00,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 18 X 1 PAIR TOTEM,5188.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2594.0,2.0,Metric Coarse,18.0 X 1.00/2.00,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 18 X 1.5 BOT TOTEM,2367.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2367.0,1.0,Metric Coarse,18.0 X 1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 18 X 1.5 PAIR TOTEM,4734.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2367.0,2.0,Metric Coarse,18.0 X 1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 18 X 1.5 SEC TOTEM,2367.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2367.0,1.0,Metric Coarse,18.0 X 1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 18 X 1.5 TPR TOTEM,2367.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2367.0,1.0,Metric Coarse,18.0 X 1.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 18 X 2.5 BOT TOTEM,2080.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2080.0,1.0,Metric Coarse,18.0 X 2.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 18 X 2.5 SEC TOTEM,2080.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2080.0,1.0,Metric Coarse,18.0 X 2.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 18 X 2.5 SET TOTEM,6240.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2080.0,3.0,Metric Coarse,18.0 X 2.50,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 18 X 2.5 SF SET TOTEM,6543.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2181.0,3.0,Metric Coarse,18.0 X 2.50,SF/RS,,review,,2026-08-10T11:02:25.876758+00:00
HSS TAP 18 X 2.5 TPR TOTEM,2080.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2080.0,1.0,Metric Coarse,18.0 X 2.50,Standard,,review,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2 BA BOT TOTEM,447.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,447.0,1.0,BA,2,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2 UNC BOT TOTEM,17866.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17866.0,1.0,UNF/UNC,"2""",Standard,,review,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2 UNF SET TOTEM,53598.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17866.0,3.0,UNF/UNC,"2""",Standard,,review,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2 X .4 BOT TOTEM,643.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.0,1.0,Metric Coarse,2.0 X 0.40,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2 X .4 SEC TOTEM,643.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.0,1.0,Metric Coarse,2.0 X 0.40,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2 X .4 SET TOTEM,1929.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.0,3.0,Metric Coarse,2.0 X 0.40,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2 X .4 SPPT TOTEM,760.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,760.0,1.0,Metric Coarse,2.0 X 0.40,SPPT,,review,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2 X .4 TPR TOTEM,643.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.0,1.0,Metric Coarse,2.0 X 0.40,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2.2 X .45 BOT TOTEM,643.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.0,1.0,Metric Coarse,2.2 X 0.45,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2.2 X .45 SEC TOTEM,643.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.0,1.0,Metric Coarse,2.2 X 0.45,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2.2 X .45 SET TOTEM,1929.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.0,3.0,Metric Coarse,2.2 X 0.45,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2.2 X .45 SPPT TOTEM,760.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,760.0,1.0,Metric Coarse,2.2 X 0.45,SPPT,,review,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2.2 X .45 TPR TOTEM,643.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.0,1.0,Metric Coarse,2.2 X 0.45,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2.3 X .4 BOT TOTEM,643.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.0,1.0,Metric Coarse,2.3 X 0.40,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2.3 X .4 SET TOTEM,1929.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.0,3.0,Metric Coarse,2.3 X 0.40,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2.5 X .45 SEC TOTEM,643.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.0,1.0,Metric Coarse,2.5 X 0.45,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2.5 X .45 SET TOTEM,1929.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.0,3.0,Metric Coarse,2.5 X 0.45,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2.5 X .45 SPPT TOTEM,760.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,760.0,1.0,Metric Coarse,2.5 X 0.45,SPPT,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2.5 X .45 TPR TOTEM,643.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.0,1.0,Metric Coarse,2.5 X 0.45,Standard,,verified,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2.6 X .45 BOT TOTEM,643.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.0,1.0,Metric Coarse,2.6 X 0.45,Standard,,review,invoice rate 708.00 != list 643.00,2026-08-10T11:02:25.876758+00:00
HSS TAP 2.6 X .45 SEC TOTEM,643.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.0,1.0,Metric Coarse,2.6 X 0.45,Standard,,review,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2.6 X .45 SET TOTEM,1929.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.0,3.0,Metric Coarse,2.6 X 0.45,Standard,,review,,2026-08-10T11:02:25.876758+00:00
HSS TAP 2.6 X .45 SPPT TOTEM,760.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,760.0,1.0,Metric Coarse,2.6 X 0.45,SPPT,,review,invoice rate 502.00 != list 760.00,2026-08-10T11:02:25.876758+00:00
HSS TAP 2.6 X .45 TPR TOTEM,643.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.0,1.0,Metric Coarse,2.6 X 0.45,Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 2"" BSP BOT TOTEM",17648.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17648.0,1.0,BSP,"2""",Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 2"" BSP PAIR TOTEM",35296.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17648.0,2.0,BSP,"2""",Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 2"" BSP TPR TOTEM",17648.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17648.0,1.0,BSP,"2""",Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 2"" BSW BOT TOTEM",17866.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17866.0,1.0,BSW/BSF,"2""",Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 2"" BSW SEC TOTEM",17866.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17866.0,1.0,BSW/BSF,"2""",Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 2"" BSW SET TOTEM",53598.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17866.0,3.0,BSW/BSF,"2""",Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 2"" BSW TPR TOTEM",17866.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17866.0,1.0,BSW/BSF,"2""",Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 2"" NPT BOT TOTEM",23056.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,23056.0,1.0,NPT,"2""",Standard,,verified,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 2"" NPT TPR TOTEM",23056.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,23056.0,1.0,NPT,"2""",Standard,,review,,2026-08-10T16:28:56.375266+00:00
"HSS TAP 2"" UNC SET TOTEM",53598.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17866.0,3.0,UNF/UNC,"2""",Standard,,review,,2026-08-10T11:02:25.876758+00:00
"HSS TAP 2"" UNF SET TOTEM",53598.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17866.0,3.0,UNF/UNC,"2""",Standard,,review,,2026-08-10T11:02:25.876758+00:00
