stock_item_name,list_rate,unit,brand,doc_title,effective_from,storage_path,page_no,price_per_piece,pack_qty,thread_form,size,grade,edp_code,confidence,note,updated_at
HSS TAP 22 X 2.5 SET TOTEM,8529.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2843.0,3.0,Metric Coarse,22.0 X 2.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 24 X 1.5 BOT TOTEM,3573.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3573.0,1.0,Metric Coarse,24.0 X 1.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 24 X 1.5 PAIR TOTEM,7146.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3573.0,2.0,Metric Coarse,24.0 X 1.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 24 X 1.5 SEC TOTEM,3573.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3573.0,1.0,Metric Coarse,24.0 X 1.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 24 X 1.5 TPR TOTEM,3573.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3573.0,1.0,Metric Coarse,24.0 X 1.50,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 24 X 2 BOT TOTEM,3554.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3554.0,1.0,Metric Coarse,24.0 X 2.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 24 X 2 PAIR TOTEM,7108.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3554.0,2.0,Metric Coarse,24.0 X 2.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 24 X 2 SEC TOTEM,3554.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3554.0,1.0,Metric Coarse,24.0 X 2.00,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 24 X 3 BOT TOTEM,3167.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,3167.0,1.0,Metric Coarse,24.0 X 3.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 24 X 3 GOLD TOTEM,3719.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,3719.0,1.0,Metric Coarse,24.0 X 3.00,STD GOLD,,review,"invoice rate 1,754.00 != list 3,719.00",2026-08-10T11:02:26.152624+00:00
HSS TAP 24 X 3 SEC TOTEM,3167.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,3167.0,1.0,Metric Coarse,24.0 X 3.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 24 X 3 SET TOTEM,9501.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,3167.0,3.0,Metric Coarse,24.0 X 3.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 24 X 3 SF SET TOTEM,9963.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,3321.0,3.0,Metric Coarse,24.0 X 3.00,SF/RS,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 24 X 3 TPR TOTEM,3167.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,3167.0,1.0,Metric Coarse,24.0 X 3.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 25 X 1 BOT TOTEM,3783.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3783.0,1.0,Metric Coarse,25.0 X 1.00/1.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 25 X 1 PAIR TOTEM,7566.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3783.0,2.0,Metric Coarse,25.0 X 1.00/1.50,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 25 X 3 BOT TOTEM,3862.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,3862.0,1.0,Metric Coarse,25.0 X 3.00,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 25 X 3 SEC TOTEM,3862.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,3862.0,1.0,Metric Coarse,25.0 X 3.00,Standard,,review,,2026-08-10T16:28:56.753297+00:00
HSS TAP 27 X 1.5 BOT TOTEM,5338.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,5338.0,1.0,Metric Coarse,27.0 X 1.50/2.00,Standard,,review,"invoice rate 6,193.00 != list 5,338.00",2026-08-10T11:02:26.152624+00:00
HSS TAP 27 X 1.5 PAIR TOTEM,10676.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,5338.0,2.0,Metric Coarse,27.0 X 1.50/2.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 27 X 1.5 TPR TOTEM,5338.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,5338.0,1.0,Metric Coarse,27.0 X 1.50/2.00,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 27 X 3 BOT TOTEM,4795.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,4795.0,1.0,Metric Coarse,27.0 X 3.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 27 X 3 GOLD TOTEM,5425.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,5425.0,1.0,Metric Coarse,27.0 X 3.00,STD GOLD,,review,"invoice rate 2,560.00 != list 5,425.00",2026-08-10T11:02:26.152624+00:00
HSS TAP 27 X 3 SEC TOTEM,4795.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,4795.0,1.0,Metric Coarse,27.0 X 3.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 27 X 3 SET TOTEM,14385.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,4795.0,3.0,Metric Coarse,27.0 X 3.00,Standard,,review,"invoice rate 16,689.00 != list 14,385.00",2026-08-10T11:02:26.152624+00:00
HSS TAP 27 X 3 SF SET TOTEM,15099.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,5033.0,3.0,Metric Coarse,27.0 X 3.00,SF/RS,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 27 X 3 TPR TOTEM,4795.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,4795.0,1.0,Metric Coarse,27.0 X 3.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 3 X .5 6G BOT TOTEM,390.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.0,1.0,Metric Coarse,3.0 X 0.50,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 3 X .5 BOT TOTEM,390.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.0,1.0,Metric Coarse,3.0 X 0.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 3 X .5 SEC GOLD TOTEM,496.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,496.0,1.0,Metric Coarse,3.0 X 0.50,STD GOLD,,review,invoice rate 343.00 != list 496.00,2026-08-10T16:28:56.753297+00:00
HSS TAP 3 X .5 SEC TOTEM,390.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.0,1.0,Metric Coarse,3.0 X 0.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 3 X .5 SET TOTEM,1170.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.0,3.0,Metric Coarse,3.0 X 0.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 3 X .5 SF SET TOTEM,1269.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,423.0,3.0,Metric Coarse,3.0 X 0.50,SF/RS,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 3 X .5 SPIREX BLD TOTEM,390.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.0,1.0,Metric Coarse,3.0 X 0.50,Standard,,review,invoice rate 268.00 != list 390.00,2026-08-10T16:28:56.753297+00:00
HSS TAP 3 X .5 SPPT GOLD TOTEM,592.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,592.0,1.0,Metric Coarse,3.0 X 0.50,SPPT GOLD,,review,invoice rate 285.00 != list 592.00,2026-08-10T11:02:26.152624+00:00
HSS TAP 3 X .5 SPPT TOTEM,491.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,491.0,1.0,Metric Coarse,3.0 X 0.50,SPPT,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 3 X .5 TPR TOTEM,390.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.0,1.0,Metric Coarse,3.0 X 0.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 3.5 X .6 BOT TOTEM,390.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.0,1.0,Metric Coarse,3.5 X 0.60,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 3.5 X .6 SEC TOTEM,390.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.0,1.0,Metric Coarse,3.5 X 0.60,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 3.5 X .6 SET TOTEM,1170.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.0,3.0,Metric Coarse,3.5 X 0.60,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 3.5 X .6 SPPT TOTEM,491.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,491.0,1.0,Metric Coarse,3.5 X 0.60,SPPT,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 3.5 X .6 TPR TOTEM,390.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.0,1.0,Metric Coarse,3.5 X 0.60,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/16"" BSF BOT TOTEM",407.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.0,1.0,BSW/BSF,3/16,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/16"" BSF SET TOTEM",1221.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.0,3.0,BSW/BSF,3/16,Standard,,review,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/16"" BSW BOT TOTEM",407.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.0,1.0,BSW/BSF,3/16,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/16"" BSW SEC TOTEM",407.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.0,1.0,BSW/BSF,3/16,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/16"" BSW SET TOTEM",1221.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.0,3.0,BSW/BSF,3/16,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/16"" BSW TPR TOTEM",407.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.0,1.0,BSW/BSF,3/16,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 3/4 BSP PAIR TOTEM,6742.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3371.0,2.0,BSP,3/4,Standard,,review,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" BSF SET TOTEM",6285.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.0,3.0,BSW/BSF,3/4,Standard,,review,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" BSP BOT TOTEM",3371.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3371.0,1.0,BSP,3/4,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" BSP PAIR TOTEM",6742.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3371.0,2.0,BSP,3/4,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" BSP TPR TOTEM",3371.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,3371.0,1.0,BSP,3/4,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" BSPT BOT TOTEM",4528.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4528.0,1.0,BSPT,3/4,Standard,,review,"invoice rate 4,981.00 != list 4,528.00",2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" BSPT PAIR TOTEM",9056.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4528.0,2.0,BSPT,3/4,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" BSPT TPR TOTEM",4528.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4528.0,1.0,BSPT,3/4,Standard,,review,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" BSW BOT TOTEM",2095.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.0,1.0,BSW/BSF,3/4,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" BSW SEC TOTEM",2095.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.0,1.0,BSW/BSF,3/4,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" BSW SET TOTEM",6285.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.0,3.0,BSW/BSF,3/4,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" BSW SF SET TOTEM",6603.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2201.0,3.0,BSW/BSF,3/4,SF/RS,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" BSW TPR TOTEM",2095.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.0,1.0,BSW/BSF,3/4,Standard,,review,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" NPT BOT TOTEM",4619.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4619.0,1.0,NPT,3/4,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" NPT PAIR TOTEM",9238.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4619.0,2.0,NPT,3/4,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" NPT TPR TOTEM",4619.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4619.0,1.0,NPT,3/4,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" UNC BOT TOTEM",2095.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.0,1.0,UNF/UNC,3/4,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" UNC SEC TOTEM",2095.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.0,1.0,UNF/UNC,3/4,Standard,,review,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" UNC SET TOTEM",6285.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.0,3.0,UNF/UNC,3/4,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" UNC TPR TOTEM",2095.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.0,1.0,UNF/UNC,3/4,Standard,,review,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" UNF BOT TOTEM",2095.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.0,1.0,UNF/UNC,3/4,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" UNF SEC TOTEM",2095.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.0,1.0,UNF/UNC,3/4,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/4"" UNF SET TOTEM",6285.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2095.0,3.0,UNF/UNC,3/4,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" BSB BOT TOTEM",706.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,6,706.0,1.0,BSB,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" BSF BOT TOTEM",585.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.0,1.0,BSW/BSF,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" BSF SET TOTEM",1755.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.0,3.0,BSW/BSF,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" BSF TPR TOTEM",585.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.0,1.0,BSW/BSF,3/8,Standard,,review,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" BSP BOT TOTEM",1501.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1501.0,1.0,BSP,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" BSP PAIR TOTEM",3002.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1501.0,2.0,BSP,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" BSP TPR TOTEM",1501.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1501.0,1.0,BSP,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" BSPT BOT TOTEM",2049.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2049.0,1.0,BSPT,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" BSPT PAIR TOTEM",4098.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2049.0,2.0,BSPT,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" BSPT TPR TOTEM",2049.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2049.0,1.0,BSPT,3/8,Standard,,review,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" BSW BOT TOTEM",585.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.0,1.0,BSW/BSF,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" BSW SEC TOTEM",585.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.0,1.0,BSW/BSF,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" BSW SET TOTEM",1755.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.0,3.0,BSW/BSF,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" BSW TPR TOTEM",585.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.0,1.0,BSW/BSF,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" NPT BOT TOTEM",2080.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2080.0,1.0,NPT,3/8,Standard,,review,"invoice rate 2,288.00 != list 2,080.00",2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" NPT PAIR TOTEM",4160.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2080.0,2.0,NPT,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" NPT TPR TOTEM",2080.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2080.0,1.0,NPT,3/8,Standard,,review,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" UNC BOT TOTEM",585.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.0,1.0,UNF/UNC,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" UNC SEC TOTEM",585.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.0,1.0,UNF/UNC,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" UNC SET TOTEM",1755.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.0,3.0,UNF/UNC,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" UNC SF SET TOTEM",1890.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,630.0,3.0,UNF/UNC,3/8,SF/RS,,review,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" UNC TPR TOTEM",585.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.0,1.0,UNF/UNC,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" UNF BOT TOTEM",585.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.0,1.0,UNF/UNC,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" UNF SEC TOTEM",585.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.0,1.0,UNF/UNC,3/8,Standard,,review,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" UNF SET TOTEM",1755.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.0,3.0,UNF/UNC,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 3/8"" UNF TPR TOTEM",585.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,585.0,1.0,UNF/UNC,3/8,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 30  X 3.5 SF SET TOTEM,16905.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,5635.0,3.0,Metric Coarse,30.0 X 3.50,SF/RS,,review,"invoice rate 11,834.00 != list 16,905.00",2026-08-10T11:02:26.152624+00:00
HSS TAP 30 X 1.5 BOT TOTEM,6002.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,6002.0,1.0,Metric Coarse,30.0 X 1.50/2.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 30 X 1.5 PAIR TOTEM,12004.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,6002.0,2.0,Metric Coarse,30.0 X 1.50/2.00,Standard,,review,,2026-08-10T11:02:26.152624+00:00
