stock_item_name,list_rate,unit,brand,doc_title,effective_from,storage_path,page_no,price_per_piece,pack_qty,thread_form,size,grade,edp_code,confidence,note
HSS TAP 45 X 4.5 TPR TOTEM,16752.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,16752.00,1,Metric Coarse,45.0 X 4.50,Standard,,review,
HSS TAP 48 X 1.5 BOT TOTEM,20276.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,20276.00,1,Metric Coarse,48.0 X 1.50/2.00/3.00/4.00,Standard,,verified,
HSS TAP 48 X 1.5 PAIR TOTEM,40552.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,20276.00,2,Metric Coarse,48.0 X 1.50/2.00/3.00/4.00,Standard,,review,
HSS TAP 48 X 1.5 TPR TOTEM,20276.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,20276.00,1,Metric Coarse,48.0 X 1.50/2.00/3.00/4.00,Standard,,review,
HSS TAP 48 X 5 BOT TOTEM,17866.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,17866.00,1,Metric Coarse,48.0 X 5.00,Standard,,verified,
HSS TAP 48 X 5 SEC TOTEM,17866.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,17866.00,1,Metric Coarse,48.0 X 5.00,Standard,,review,
HSS TAP 48 X 5 SET TOTEM,53598.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,17866.00,3,Metric Coarse,48.0 X 5.00,Standard,,verified,
HSS TAP 48 X 5 TPR TOTEM,17866.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,17866.00,1,Metric Coarse,48.0 X 5.00,Standard,,review,
HSS TAP 5 UNC SET TOTEM,1383.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,3,UNF/UNC,5,Standard,,review,
HSS TAP 5 X .5 BOT TOTEM,570.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,570.00,1,Metric Coarse,5.0 X 0.50/0.75,Standard,,verified,
HSS TAP 5 X .5 SEC TOTEM,570.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,570.00,1,Metric Coarse,5.0 X 0.50/0.75,Standard,,review,
HSS TAP 5 X .5 SET TOTEM,1710.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,570.00,3,Metric Coarse,5.0 X 0.50/0.75,Standard,,verified,
HSS TAP 5 X .8 BOT TOTEM,419.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,5.0 X 0.80,Standard,,verified,
HSS TAP 5 X .8 SEC TOTEM,419.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,5.0 X 0.80,Standard,,verified,
HSS TAP 5 X .8 SET GOLD TOTEM,1530.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,510.00,3,Metric Coarse,5.0 X 0.80,STD GOLD,,review,"invoice rate 964.00 != list 1,530.00"
HSS TAP 5 X .8 SET TOTEM,1257.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,3,Metric Coarse,5.0 X 0.80,Standard,,verified,
HSS TAP 5 X .8 SET XL TOTEM,1257.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,3,Metric Coarse,5.0 X 0.80,Standard,,review,
HSS TAP 5 X .8 SF SET TOTEM,1341.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,447.00,3,Metric Coarse,5.0 X 0.80,SF/RS,,verified,
HSS TAP 5 X .8 SPIREX TOTEM,419.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,5.0 X 0.80,Standard,,review,
HSS TAP 5 X .8 SPPT GOLD TOTEM,620.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,620.00,1,Metric Coarse,5.0 X 0.80,SPPT GOLD,,verified,
HSS TAP 5 X .8 SPPT TOTEM,518.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,518.00,1,Metric Coarse,5.0 X 0.80,SPPT,,verified,
HSS TAP 5 X .8 TPR TOTEM,419.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,5.0 X 0.80,Standard,,verified,
"HSS TAP 5/16"" BSF BOT TOTEM",480.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.00,1,BSW/BSF,5/16,Standard,,verified,
"HSS TAP 5/16"" BSF SET TOTEM",1440.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.00,3,BSW/BSF,5/16,Standard,,review,
"HSS TAP 5/16"" BSF TPR TOTEM",480.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.00,1,BSW/BSF,5/16,Standard,,review,
"HSS TAP 5/16"" BSW BOT TOTEM",480.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.00,1,BSW/BSF,5/16,Standard,,verified,
"HSS TAP 5/16"" BSW SEC TOTEM",480.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.00,1,BSW/BSF,5/16,Standard,,verified,
"HSS TAP 5/16"" BSW SET TOTEM",1440.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.00,3,BSW/BSF,5/16,Standard,,verified,
"HSS TAP 5/16"" BSW SF SET TOTEM",1557.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,519.00,3,BSW/BSF,5/16,SF/RS,,review,
"HSS TAP 5/16"" BSW TPR TOTEM",480.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.00,1,BSW/BSF,5/16,Standard,,verified,
"HSS TAP 5/16"" UNC BOT TOTEM",480.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.00,1,UNF/UNC,5/16,Standard,,verified,
"HSS TAP 5/16"" UNC SEC TOTEM",480.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.00,1,UNF/UNC,5/16,Standard,,verified,
"HSS TAP 5/16"" UNC SET TOTEM",1440.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.00,3,UNF/UNC,5/16,Standard,,verified,
"HSS TAP 5/16"" UNC TPR TOTEM",480.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.00,1,UNF/UNC,5/16,Standard,,review,invoice rate 528.00 != list 480.00
"HSS TAP 5/16"" UNF BOT TOTEM",480.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.00,1,UNF/UNC,5/16,Standard,,verified,
"HSS TAP 5/16"" UNF SEC TOTEM",480.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.00,1,UNF/UNC,5/16,Standard,,verified,
"HSS TAP 5/16"" UNF SET TOTEM",1440.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.00,3,UNF/UNC,5/16,Standard,,review,"invoice rate 1,584.00 != list 1,440.00"
"HSS TAP 5/32"" BSW BOT TOTEM",407.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.00,1,BSW/BSF,5/32,Standard,,verified,
"HSS TAP 5/32"" BSW SEC TOTEM",407.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.00,1,BSW/BSF,5/32,Standard,,verified,
"HSS TAP 5/32"" BSW SET TOTEM",1221.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.00,3,BSW/BSF,5/32,Standard,,verified,
"HSS TAP 5/32"" BSW TPR TOTEM",407.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.00,1,BSW/BSF,5/32,Standard,,verified,
"HSS TAP 5/8"" BSF BOT TOTEM",1381.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,1,BSW/BSF,5/8,Standard,,verified,
"HSS TAP 5/8"" BSP BOT TOTEM",2513.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2513.00,1,BSP,5/8,Standard,,verified,
"HSS TAP 5/8"" BSP PAIR TOTEM",5026.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2513.00,2,BSP,5/8,Standard,,verified,
"HSS TAP 5/8"" BSW BOT TOTEM",1381.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,1,BSW/BSF,5/8,Standard,,verified,
"HSS TAP 5/8"" BSW SEC TOTEM",1381.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,1,BSW/BSF,5/8,Standard,,verified,
"HSS TAP 5/8"" BSW SET TOTEM",4143.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,3,BSW/BSF,5/8,Standard,,verified,
"HSS TAP 5/8"" BSW TPR TOTEM",1381.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,1,BSW/BSF,5/8,Standard,,verified,
"HSS TAP 5/8"" UNC BOT TOTEM",1381.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,1,UNF/UNC,5/8,Standard,,verified,
"HSS TAP 5/8"" UNC SEC TOTEM",1381.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,1,UNF/UNC,5/8,Standard,,review,
"HSS TAP 5/8"" UNC SET TOTEM",4143.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,3,UNF/UNC,5/8,Standard,,verified,
"HSS TAP 5/8"" UNF BOT TOTEM",1381.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,1,UNF/UNC,5/8,Standard,,verified,
"HSS TAP 5/8"" UNF SEC TOTEM",1381.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,1,UNF/UNC,5/8,Standard,,review,
"HSS TAP 5/8"" UNF SET TOTEM",4143.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,3,UNF/UNC,5/8,Standard,,verified,
HSS TAP 50 X 1.5 BOT TOTEM,22408.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,22408.00,1,Metric Coarse,50.0 X 1.50/2.00/3.00,Standard,,review,
HSS TAP 50 X 1.5 SEC TOTEM,22408.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,22408.00,1,Metric Coarse,50.0 X 1.50/2.00/3.00,Standard,,verified,
HSS TAP 52 X 5 BOT TOTEM,22424.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,22424.00,1,Metric Coarse,52.0 X 5.00,Standard,,review,"invoice rate 26,012.00 != list 22,424.00"
HSS TAP 52 X 5 SEC TOTEM,22424.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,22424.00,1,Metric Coarse,52.0 X 5.00,Standard,,review,"invoice rate 26,012.00 != list 22,424.00"
HSS TAP 52 X 5 SET TOTEM,67272.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,22424.00,3,Metric Coarse,52.0 X 5.00,Standard,,review,
HSS TAP 52 X 5 TPR TOTEM,22424.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,22424.00,1,Metric Coarse,52.0 X 5.00,Standard,,review,"invoice rate 26,012.00 != list 22,424.00"
HSS TAP 56 X 5.5 BOT TOTEM,31912.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,31912.00,1,Metric Coarse,56.0 X 5.50,Standard,,review,
HSS TAP 56 X 5.5 SET TOTEM,95736.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,31912.00,3,Metric Coarse,56.0 X 5.50,Standard,,review,
HSS TAP 56 X 5.5 TPR TOTEM,31912.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,31912.00,1,Metric Coarse,56.0 X 5.50,Standard,,review,
HSS TAP 6 UNC BOT TOTEM,461.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,1,UNF/UNC,6,Standard,,verified,
HSS TAP 6 UNC SEC TOTEM,461.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,1,UNF/UNC,6,Standard,,verified,
HSS TAP 6 UNC SET TOTEM,1383.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,3,UNF/UNC,6,Standard,,verified,
HSS TAP 6 UNC TPR TOTEM,461.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,1,UNF/UNC,6,Standard,,verified,
HSS TAP 6 X .75 BOT TOTEM,570.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,570.00,1,Metric Coarse,6.0 X 0.75,Standard,,verified,
HSS TAP 6 X .75 PAIR TOTEM,1140.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,570.00,2,Metric Coarse,6.0 X 0.75,Standard,,verified,
HSS TAP 6 X 1 6G SPPT TOTEM,518.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,518.00,1,Metric Coarse,6.0 X 1.00,SPPT,,review,invoice rate 330.00 != list 518.00
HSS TAP 6 X 1 BOT TOTEM,419.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,6.0 X 1.00,Standard,,verified,
HSS TAP 6 X 1 S TOTEM,419.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,6.0 X 1.00,Standard,,review,
HSS TAP 6 X 1 SEC TOTEM,419.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,6.0 X 1.00,Standard,,verified,
HSS TAP 6 X 1 SET GOLD TOTEM,1530.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,510.00,3,Metric Coarse,6.0 X 1.00,STD GOLD,,review,
HSS TAP 6 X 1 SET TOTEM,1257.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,3,Metric Coarse,6.0 X 1.00,Standard,,verified,
HSS TAP 6 X 1 SF SEC TOTEM,447.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,447.00,1,Metric Coarse,6.0 X 1.00,SF/RS,,review,
HSS TAP 6 X 1 SF SET TOTEM,1341.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,447.00,3,Metric Coarse,6.0 X 1.00,SF/RS,,verified,
HSS TAP 6 X 1 SF TPR TOTEM,447.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,447.00,1,Metric Coarse,6.0 X 1.00,SF/RS,,review,
HSS TAP 6 X 1 SPPT GOLD TOTEM,620.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,620.00,1,Metric Coarse,6.0 X 1.00,SPPT GOLD,,verified,
HSS TAP 6 X 1 SPPT TOTEM,518.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,518.00,1,Metric Coarse,6.0 X 1.00,SPPT,,verified,
HSS TAP 6 X 1 TPR TOTEM,419.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,6.0 X 1.00,Standard,,verified,
HSS TAP 64 X 6 BOT TOTEM,35378.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,35378.00,1,Metric Coarse,64.0 X 6.00,Standard,,verified,
HSS TAP 64 X 6 SEC TOTEM,35378.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,35378.00,1,Metric Coarse,64.0 X 6.00,Standard,,verified,
HSS TAP 64 X 6 SET TOTEM,106134.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,35378.00,3,Metric Coarse,64.0 X 6.00,Standard,,verified,
HSS TAP 64 X 6 TPR TOTEM,35378.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,35378.00,1,Metric Coarse,64.0 X 6.00,Standard,,review,
HSS TAP 68 X 6 BOT TOTEM,44132.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,44132.00,1,Metric Coarse,68.0 X 6.00,Standard,,verified,
HSS TAP 7 X 1 BOT TOTEM,535.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,535.00,1,Metric Coarse,7.0 X 1.00,Standard,,verified,
HSS TAP 7 X 1 SEC TOTEM,535.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,535.00,1,Metric Coarse,7.0 X 1.00,Standard,,review,
HSS TAP 7 X 1 SET TOTEM,1605.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,535.00,3,Metric Coarse,7.0 X 1.00,Standard,,verified,
"HSS TAP 7/16"" BSF BOT TOTEM",747.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,747.00,1,BSW/BSF,7/16,Standard,,verified,
"HSS TAP 7/16"" BSF SEC TOTEM",747.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,747.00,1,BSW/BSF,7/16,Standard,,review,
"HSS TAP 7/16"" BSF SET TOTEM",2241.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,747.00,3,BSW/BSF,7/16,Standard,,review,
"HSS TAP 7/16"" BSW SET TOTEM",2241.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,747.00,3,BSW/BSF,7/16,Standard,,verified,
"HSS TAP 7/16"" UNC BOT TOTEM",747.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,747.00,1,UNF/UNC,7/16,Standard,,verified,
"HSS TAP 7/16"" UNC SEC TOTEM",747.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,747.00,1,UNF/UNC,7/16,Standard,,verified,
"HSS TAP 7/16"" UNC SET TOTEM",2241.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,747.00,3,UNF/UNC,7/16,Standard,,verified,
"HSS TAP 7/16"" UNF BOT TOTEM",747.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,747.00,1,UNF/UNC,7/16,Standard,,verified,
"HSS TAP 7/16"" UNF SEC TOTEM",747.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,747.00,1,UNF/UNC,7/16,Standard,,verified,
"HSS TAP 7/16"" UNF SET TOTEM",2241.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,747.00,3,UNF/UNC,7/16,Standard,,verified,
"HSS TAP 7/16"" UNF TPR TOTEM",747.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,747.00,1,UNF/UNC,7/16,Standard,,review,
"HSS TAP 7/32"" BSW BOT TOTEM",461.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,1,BSW/BSF,7/32,Standard,,review,
"HSS TAP 7/32"" BSW SEC TOTEM",461.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,1,BSW/BSF,7/32,Standard,,review,
"HSS TAP 7/8"" BSF BOT TOTEM",2892.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2892.00,1,BSW/BSF,7/8,Standard,,verified,
"HSS TAP 7/8"" BSP BOT TOTEM",4159.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4159.00,1,BSP,7/8,Standard,,verified,
"HSS TAP 7/8"" BSP PAIR TOTEM",8318.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4159.00,2,BSP,7/8,Standard,,verified,
"HSS TAP 7/8"" BSW BOT TOTEM",2892.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2892.00,1,BSW/BSF,7/8,Standard,,verified,
"HSS TAP 7/8"" BSW SEC TOTEM",2892.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2892.00,1,BSW/BSF,7/8,Standard,,verified,
"HSS TAP 7/8"" BSW SET TOTEM",8676.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2892.00,3,BSW/BSF,7/8,Standard,,verified,
"HSS TAP 7/8"" UNC BOT TOTEM",2892.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2892.00,1,UNF/UNC,7/8,Standard,,verified,
"HSS TAP 7/8"" UNC SEC TOTEM",2892.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2892.00,1,UNF/UNC,7/8,Standard,,review,
"HSS TAP 7/8"" UNC SET TOTEM",8676.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2892.00,3,UNF/UNC,7/8,Standard,,verified,
"HSS TAP 7/8"" UNF BOT TOTEM",2892.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2892.00,1,UNF/UNC,7/8,Standard,,verified,
"HSS TAP 7/8"" UNF SET TOTEM",8676.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2892.00,3,UNF/UNC,7/8,Standard,,verified,
HSS TAP 8 UNC BOT TOTEM,461.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,1,UNF/UNC,8,Standard,,verified,
HSS TAP 8 UNC SEC TOTEM,461.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,1,UNF/UNC,8,Standard,,verified,
HSS TAP 8 UNC SET TOTEM,1383.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,3,UNF/UNC,8,Standard,,verified,
HSS TAP 8 UNC TPR TOTEM,461.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,1,UNF/UNC,8,Standard,,review,
HSS TAP 8 UNF SET TOTEM,1383.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.00,3,UNF/UNC,8,Standard,,review,
HSS TAP 8 X 1 BOT TOTEM,597.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,597.00,1,Metric Coarse,8.0 X 1.00,Standard,,verified,
HSS TAP 8 X 1 PAIR TOTEM,1194.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,597.00,2,Metric Coarse,8.0 X 1.00,Standard,,verified,
