stock_item_name,list_rate,unit,brand,doc_title,effective_from,storage_path,page_no,price_per_piece,pack_qty,thread_form,size,grade,edp_code,confidence,note
HSS TAP 16 X 2 SEC TOTEM,1378.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.00,1,Metric Coarse,16.0 X 2.00,Standard,,verified,
HSS TAP 16 X 2 SET TOTEM,4134.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.00,3,Metric Coarse,16.0 X 2.00,Standard,,verified,
HSS TAP 16 X 2 SF SET TOTEM,4359.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1453.00,3,Metric Coarse,16.0 X 2.00,SF/RS,,verified,
HSS TAP 16 X 2 SPPT TOTEM,1663.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1663.00,1,Metric Coarse,16.0 X 2.00,SPPT,,verified,
HSS TAP 16 X 2 TPR TOTEM,1378.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,1378.00,1,Metric Coarse,16.0 X 2.00,Standard,,verified,
HSS TAP 18 X 1 BOT TOTEM,2594.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2594.00,1,Metric Coarse,18.0 X 1.00/2.00,Standard,,verified,
HSS TAP 18 X 1 PAIR TOTEM,5188.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2594.00,2,Metric Coarse,18.0 X 1.00/2.00,Standard,,verified,
HSS TAP 18 X 1.5 BOT TOTEM,2367.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2367.00,1,Metric Coarse,18.0 X 1.50,Standard,,verified,
HSS TAP 18 X 1.5 PAIR TOTEM,4734.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2367.00,2,Metric Coarse,18.0 X 1.50,Standard,,verified,
HSS TAP 18 X 1.5 SEC TOTEM,2367.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2367.00,1,Metric Coarse,18.0 X 1.50,Standard,,verified,
HSS TAP 18 X 1.5 TPR TOTEM,2367.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2367.00,1,Metric Coarse,18.0 X 1.50,Standard,,verified,
HSS TAP 18 X 2.5 BOT TOTEM,2080.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2080.00,1,Metric Coarse,18.0 X 2.50,Standard,,verified,
HSS TAP 18 X 2.5 SEC TOTEM,2080.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2080.00,1,Metric Coarse,18.0 X 2.50,Standard,,verified,
HSS TAP 18 X 2.5 SET TOTEM,6240.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2080.00,3,Metric Coarse,18.0 X 2.50,Standard,,verified,
HSS TAP 18 X 2.5 SF SET TOTEM,6543.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2181.00,3,Metric Coarse,18.0 X 2.50,SF/RS,,review,
HSS TAP 18 X 2.5 TPR TOTEM,2080.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2080.00,1,Metric Coarse,18.0 X 2.50,Standard,,review,
HSS TAP 2 BA BOT TOTEM,447.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,447.00,1,BA,2,Standard,,verified,
HSS TAP 2 UNC BOT TOTEM,17866.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17866.00,1,UNF/UNC,"2""",Standard,,review,
HSS TAP 2 UNF SET TOTEM,53598.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17866.00,3,UNF/UNC,"2""",Standard,,review,
HSS TAP 2 X .4 BOT TOTEM,643.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.00,1,Metric Coarse,2.0 X 0.40,Standard,,verified,
HSS TAP 2 X .4 SEC TOTEM,643.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.00,1,Metric Coarse,2.0 X 0.40,Standard,,verified,
HSS TAP 2 X .4 SET TOTEM,1929.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.00,3,Metric Coarse,2.0 X 0.40,Standard,,verified,
HSS TAP 2 X .4 SPPT TOTEM,760.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,760.00,1,Metric Coarse,2.0 X 0.40,SPPT,,review,
HSS TAP 2 X .4 TPR TOTEM,643.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.00,1,Metric Coarse,2.0 X 0.40,Standard,,verified,
HSS TAP 2.2 X .45 BOT TOTEM,643.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.00,1,Metric Coarse,2.2 X 0.45,Standard,,verified,
HSS TAP 2.2 X .45 SEC TOTEM,643.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.00,1,Metric Coarse,2.2 X 0.45,Standard,,verified,
HSS TAP 2.2 X .45 SET TOTEM,1929.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.00,3,Metric Coarse,2.2 X 0.45,Standard,,verified,
HSS TAP 2.2 X .45 SPPT TOTEM,760.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,760.00,1,Metric Coarse,2.2 X 0.45,SPPT,,review,
HSS TAP 2.2 X .45 TPR TOTEM,643.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.00,1,Metric Coarse,2.2 X 0.45,Standard,,verified,
HSS TAP 2.3 X .4 BOT TOTEM,643.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.00,1,Metric Coarse,2.3 X 0.40,Standard,,verified,
HSS TAP 2.3 X .4 SET TOTEM,1929.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.00,3,Metric Coarse,2.3 X 0.40,Standard,,verified,
HSS TAP 2.5 X .45 SEC TOTEM,643.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.00,1,Metric Coarse,2.5 X 0.45,Standard,,verified,
HSS TAP 2.5 X .45 SET TOTEM,1929.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.00,3,Metric Coarse,2.5 X 0.45,Standard,,verified,
HSS TAP 2.5 X .45 SPPT TOTEM,760.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,760.00,1,Metric Coarse,2.5 X 0.45,SPPT,,verified,
HSS TAP 2.5 X .45 TPR TOTEM,643.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.00,1,Metric Coarse,2.5 X 0.45,Standard,,verified,
HSS TAP 2.6 X .45 BOT TOTEM,643.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.00,1,Metric Coarse,2.6 X 0.45,Standard,,review,invoice rate 708.00 != list 643.00
HSS TAP 2.6 X .45 SEC TOTEM,643.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.00,1,Metric Coarse,2.6 X 0.45,Standard,,review,
HSS TAP 2.6 X .45 SET TOTEM,1929.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.00,3,Metric Coarse,2.6 X 0.45,Standard,,review,
HSS TAP 2.6 X .45 SPPT TOTEM,760.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,760.00,1,Metric Coarse,2.6 X 0.45,SPPT,,review,invoice rate 502.00 != list 760.00
HSS TAP 2.6 X .45 TPR TOTEM,643.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,643.00,1,Metric Coarse,2.6 X 0.45,Standard,,review,
"HSS TAP 2"" BSP BOT TOTEM",17648.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17648.00,1,BSP,"2""",Standard,,verified,
"HSS TAP 2"" BSP PAIR TOTEM",35296.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17648.00,2,BSP,"2""",Standard,,verified,
"HSS TAP 2"" BSP TPR TOTEM",17648.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17648.00,1,BSP,"2""",Standard,,review,
"HSS TAP 2"" BSW BOT TOTEM",17866.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17866.00,1,BSW/BSF,"2""",Standard,,review,
"HSS TAP 2"" BSW SEC TOTEM",17866.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17866.00,1,BSW/BSF,"2""",Standard,,review,
"HSS TAP 2"" BSW SET TOTEM",53598.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17866.00,3,BSW/BSF,"2""",Standard,,review,
"HSS TAP 2"" BSW TPR TOTEM",17866.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17866.00,1,BSW/BSF,"2""",Standard,,review,
"HSS TAP 2"" NPT BOT TOTEM",23056.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,23056.00,1,NPT,"2""",Standard,,verified,
"HSS TAP 2"" NPT TPR TOTEM",23056.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,23056.00,1,NPT,"2""",Standard,,review,
"HSS TAP 2"" UNC SET TOTEM",53598.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17866.00,3,UNF/UNC,"2""",Standard,,review,
"HSS TAP 2"" UNF SET TOTEM",53598.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,17866.00,3,UNF/UNC,"2""",Standard,,review,
HSS TAP 20 X 1 BOT TOTEM,2985.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2985.00,1,Metric Coarse,20.0 X 1.00/2.00,Standard,,review,"invoice rate 3,463.00 != list 2,985.00"
HSS TAP 20 X 1 PAIR TOTEM,5970.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2985.00,2,Metric Coarse,20.0 X 1.00/2.00,Standard,,review,
HSS TAP 20 X 1 SEC TOTEM,2985.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2985.00,1,Metric Coarse,20.0 X 1.00/2.00,Standard,,review,
HSS TAP 20 X 1.5 BOT TOTEM,2996.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2996.00,1,Metric Coarse,20.0 X 1.50,Standard,,verified,
HSS TAP 20 X 1.5 PAIR TOTEM,5992.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2996.00,2,Metric Coarse,20.0 X 1.50,Standard,,verified,
HSS TAP 20 X 1.5 SEC TOTEM,2996.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2996.00,1,Metric Coarse,20.0 X 1.50,Standard,,verified,
HSS TAP 20 X 1.5 TPR TOTEM,2996.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,2996.00,1,Metric Coarse,20.0 X 1.50,Standard,,verified,
HSS TAP 20 X 2.5 BOT TOTEM,2652.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2652.00,1,Metric Coarse,20.0 X 2.50,Standard,,verified,
HSS TAP 20 X 2.5 GOLD TOTEM,3388.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,3388.00,1,Metric Coarse,20.0 X 2.50,STD GOLD,,review,"invoice rate 1,242.00 != list 3,388.00"
HSS TAP 20 X 2.5 SEC GOLD TOTEM,3388.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,3388.00,1,Metric Coarse,20.0 X 2.50,STD GOLD,,review,
HSS TAP 20 X 2.5 SEC TOTEM,2652.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2652.00,1,Metric Coarse,20.0 X 2.50,Standard,,verified,
HSS TAP 20 X 2.5 SET TOTEM,7956.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2652.00,3,Metric Coarse,20.0 X 2.50,Standard,,verified,
HSS TAP 20 X 2.5 SF SET TOTEM,8352.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2784.00,3,Metric Coarse,20.0 X 2.50,SF/RS,,review,
HSS TAP 20 X 2.5 TPR TOTEM,2652.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2652.00,1,Metric Coarse,20.0 X 2.50,Standard,,verified,
HSS TAP 22 X 1 BOT TOTEM,3516.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3516.00,1,Metric Coarse,22.0 X 1.00/2.00,Standard,,verified,
HSS TAP 22 X 1 PAIR TOTEM,7032.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3516.00,2,Metric Coarse,22.0 X 1.00/2.00,Standard,,review,
HSS TAP 22 X 1.5 BOT TOTEM,3264.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3264.00,1,Metric Coarse,22.0 X 1.50,Standard,,verified,
HSS TAP 22 X 1.5 PAIR TOTEM,6528.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3264.00,2,Metric Coarse,22.0 X 1.50,Standard,,verified,
HSS TAP 22 X 1.5 SEC TOTEM,3264.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3264.00,1,Metric Coarse,22.0 X 1.50,Standard,,verified,
HSS TAP 22 X 1.5 TPR TOTEM,3264.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3264.00,1,Metric Coarse,22.0 X 1.50,Standard,,verified,
HSS TAP 22 X 2.5 BOT TOTEM,2843.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2843.00,1,Metric Coarse,22.0 X 2.50,Standard,,verified,
HSS TAP 22 X 2.5 GOLD TOTEM,3293.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,3293.00,1,Metric Coarse,22.0 X 2.50,STD GOLD,,review,"invoice rate 1,760.00 != list 3,293.00"
HSS TAP 22 X 2.5 SEC GOLD TOTEM,3293.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,3293.00,1,Metric Coarse,22.0 X 2.50,STD GOLD,,review,
HSS TAP 22 X 2.5 SEC TOTEM,2843.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2843.00,1,Metric Coarse,22.0 X 2.50,Standard,,verified,
HSS TAP 22 X 2.5 SET TOTEM,8529.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,2843.00,3,Metric Coarse,22.0 X 2.50,Standard,,verified,
HSS TAP 24 X 1.5 BOT TOTEM,3573.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3573.00,1,Metric Coarse,24.0 X 1.50,Standard,,verified,
HSS TAP 24 X 1.5 PAIR TOTEM,7146.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3573.00,2,Metric Coarse,24.0 X 1.50,Standard,,verified,
HSS TAP 24 X 1.5 SEC TOTEM,3573.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3573.00,1,Metric Coarse,24.0 X 1.50,Standard,,verified,
HSS TAP 24 X 1.5 TPR TOTEM,3573.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3573.00,1,Metric Coarse,24.0 X 1.50,Standard,,review,
HSS TAP 24 X 2 BOT TOTEM,3554.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3554.00,1,Metric Coarse,24.0 X 2.00,Standard,,verified,
HSS TAP 24 X 2 PAIR TOTEM,7108.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3554.00,2,Metric Coarse,24.0 X 2.00,Standard,,verified,
HSS TAP 24 X 2 SEC TOTEM,3554.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3554.00,1,Metric Coarse,24.0 X 2.00,Standard,,review,
HSS TAP 24 X 3 BOT TOTEM,3167.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,3167.00,1,Metric Coarse,24.0 X 3.00,Standard,,verified,
HSS TAP 24 X 3 GOLD TOTEM,3719.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,3719.00,1,Metric Coarse,24.0 X 3.00,STD GOLD,,review,"invoice rate 1,754.00 != list 3,719.00"
HSS TAP 24 X 3 SEC TOTEM,3167.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,3167.00,1,Metric Coarse,24.0 X 3.00,Standard,,verified,
HSS TAP 24 X 3 SET TOTEM,9501.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,3167.00,3,Metric Coarse,24.0 X 3.00,Standard,,verified,
HSS TAP 24 X 3 SF SET TOTEM,9963.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,3321.00,3,Metric Coarse,24.0 X 3.00,SF/RS,,review,
HSS TAP 24 X 3 TPR TOTEM,3167.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,3167.00,1,Metric Coarse,24.0 X 3.00,Standard,,verified,
HSS TAP 25 X 1 BOT TOTEM,3783.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3783.00,1,Metric Coarse,25.0 X 1.00/1.50,Standard,,verified,
HSS TAP 25 X 1 PAIR TOTEM,7566.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,3783.00,2,Metric Coarse,25.0 X 1.00/1.50,Standard,,review,
HSS TAP 25 X 3 BOT TOTEM,3862.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,3862.00,1,Metric Coarse,25.0 X 3.00,Standard,,review,
HSS TAP 25 X 3 SEC TOTEM,3862.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,3862.00,1,Metric Coarse,25.0 X 3.00,Standard,,review,
HSS TAP 27 X 1.5 BOT TOTEM,5338.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,5338.00,1,Metric Coarse,27.0 X 1.50/2.00,Standard,,review,"invoice rate 6,193.00 != list 5,338.00"
HSS TAP 27 X 1.5 PAIR TOTEM,10676.00,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,5338.00,2,Metric Coarse,27.0 X 1.50/2.00,Standard,,verified,
HSS TAP 27 X 1.5 TPR TOTEM,5338.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,5338.00,1,Metric Coarse,27.0 X 1.50/2.00,Standard,,review,
HSS TAP 27 X 3 BOT TOTEM,4795.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,4795.00,1,Metric Coarse,27.0 X 3.00,Standard,,verified,
HSS TAP 27 X 3 GOLD TOTEM,5425.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,5425.00,1,Metric Coarse,27.0 X 3.00,STD GOLD,,review,"invoice rate 2,560.00 != list 5,425.00"
HSS TAP 27 X 3 SEC TOTEM,4795.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,4795.00,1,Metric Coarse,27.0 X 3.00,Standard,,verified,
HSS TAP 27 X 3 SET TOTEM,14385.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,4795.00,3,Metric Coarse,27.0 X 3.00,Standard,,review,"invoice rate 16,689.00 != list 14,385.00"
HSS TAP 27 X 3 SF SET TOTEM,15099.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,5033.00,3,Metric Coarse,27.0 X 3.00,SF/RS,,review,
HSS TAP 27 X 3 TPR TOTEM,4795.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,4795.00,1,Metric Coarse,27.0 X 3.00,Standard,,verified,
HSS TAP 3 X .5 6G BOT TOTEM,390.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,3.0 X 0.50,Standard,,review,
HSS TAP 3 X .5 BOT TOTEM,390.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,3.0 X 0.50,Standard,,verified,
HSS TAP 3 X .5 SEC GOLD TOTEM,496.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,496.00,1,Metric Coarse,3.0 X 0.50,STD GOLD,,review,invoice rate 343.00 != list 496.00
HSS TAP 3 X .5 SEC TOTEM,390.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,3.0 X 0.50,Standard,,verified,
HSS TAP 3 X .5 SET TOTEM,1170.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,3,Metric Coarse,3.0 X 0.50,Standard,,verified,
HSS TAP 3 X .5 SF SET TOTEM,1269.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,423.00,3,Metric Coarse,3.0 X 0.50,SF/RS,,verified,
HSS TAP 3 X .5 SPIREX BLD TOTEM,390.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,3.0 X 0.50,Standard,,review,invoice rate 268.00 != list 390.00
HSS TAP 3 X .5 SPPT GOLD TOTEM,592.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,592.00,1,Metric Coarse,3.0 X 0.50,SPPT GOLD,,review,invoice rate 285.00 != list 592.00
HSS TAP 3 X .5 SPPT TOTEM,491.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,491.00,1,Metric Coarse,3.0 X 0.50,SPPT,,verified,
HSS TAP 3 X .5 TPR TOTEM,390.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,3.0 X 0.50,Standard,,verified,
HSS TAP 3.5 X .6 BOT TOTEM,390.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,3.5 X 0.60,Standard,,verified,
HSS TAP 3.5 X .6 SEC TOTEM,390.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,3.5 X 0.60,Standard,,verified,
HSS TAP 3.5 X .6 SET TOTEM,1170.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,3,Metric Coarse,3.5 X 0.60,Standard,,verified,
HSS TAP 3.5 X .6 SPPT TOTEM,491.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,491.00,1,Metric Coarse,3.5 X 0.60,SPPT,,verified,
